0 -0.00108 -0.00605 -0.00251
0.005	-0.00108	-0.00306	0.00168
0.01	-0.00108	-0.00187	0.00108
0.015	-0.00048	-0.00366	-0.00311
0.02	0.00072	-0.00247	0.00048
0.025	0.00012	0.00232	0.00228
0.03	-0.00108	0.00172	-0.00071
0.035	-0.00108	-8e-05	-0.00131
0.04	0.00072	0.00112	-0.00012
0.045	0.00132	0.00231	0.00108
0.05	-0.00168	0.00231	-0.00012
0.055	-0.00227	0.00171	-0.00131
0.06	0.00012	0.00171	-0.00012
0.065	0.00012	0.0029	0.00228
0.07	0.00072	0.0023	0.00108
0.075	0.00012	0.0029	-0.00012
0.08	0.00012	0.0011	0.00048
0.085	0.00072	0.0023	0.00048
0.09	0.00132	0.0029	-0.00071
0.095	-0.00108	0.0023	0.00048
0.1	0.00012	0.00409	0.00048
0.105	0.00012	0.00469	0.00347
0.11	0.00072	0.00349	0.00048
0.115	-0.00108	0.00229	-0.00251
0.12	-0.00048	0.00349	0.00108
0.125	0.00072	0.00289	-0.00012
0.13	0.00072	0.00348	-0.00012
0.135	0.00072	0.00109	0.00108
0.14	-0.00048	0.00288	0.00108
0.145	0.00132	0.00228	-0.00071
0.15	0.00012	0.00288	-0.00131
0.155	0.00012	0.00288	-0.00012
0.16	0.00012	0.00228	0.00108
0.165	0.00072	0.00288	0.00168
0.17	0.00012	0.00228	0.00108
0.175	0.00072	0.00228	-0.00012
0.18	-0.00048	0.00228	0.00168
0.185	-0.00108	0.00108	0.00168
0.19	0.00012	0.00287	-0.00012
0.195	0.00012	0.00287	-0.00131
0.2	-0.00048	0.00287	0.00048
0.205	-0.00048	0.00167	0.00168
0.21	0.00012	0.00107	-0.00012
0.215	-0.00108	0.00047	-0.00251
0.22	-0.00048	0.00226	0.00108
0.225	-0.00048	0.00226	0.00108
0.23	0.00012	0.00346	-0.00012
0.235	0.00072	0.00226	-0.00012
0.24	-0.00048	0.00346	-0.00012
0.245	-0.00108	0.00166	0.00108
0.25	-0.00108	0.00226	0.00048
0.255	0.00012	0.00166	-0.00071
0.26	0.00012	0.00166	-0.00071
0.265	0.00012	0.00106	-0.00012
0.27	0.00012	0.00285	0.00048
0.275	0.00012	0.00165	0.00048
0.28	-0.00168	0.00285	0.00108
0.285	0.00072	0.00165	0.00048
0.29	0.00012	0.00284	-0.00071
0.295	0.00012	0.00045	-0.00071
0.3	-0.00048	0.00284	-0.00012
0.305	0.00072	0.00224	0.00108
0.31	0.00072	0.00224	-0.00012
0.315	0.00072	0.00164	-0.00012
0.32	-0.00108	0.00284	0.00048
0.325	0.00012	0.00104	-0.00131
0.33	-0.00108	0.00283	-0.00071
0.335	0.00072	0.00403	-0.0037
0.34	-0.00048	0.00343	-0.00131
0.345	0.00012	0.00343	0.00048
0.35	0.00132	0.00223	0.00108
0.355	0.00012	0.00223	0.00048
0.36	0.00072	0.00163	-0.00131
0.365	0.00012	0.00043	-0.00012
0.37	-0.00048	0.00223	0.00048
0.375	0.00012	0.00222	-0.00071
0.38	0.00012	0.00162	-0.00131
0.385	0.00012	0.00162	-0.00131
0.39	-0.00048	0.00222	-0.00071
0.395	0.00132	0.00162	-0.00131
0.4	0.00012	0.00282	-0.00131
0.405	-0.00048	0.00281	-0.00131
0.41	0.00072	0.00162	-0.00071
0.415	0.00072	0.00162	-0.00131
0.42	0.00012	0.00161	-0.00071
0.425	-0.00048	0.00401	0.00228
0.43	-0.00108	0.00101	0.00048
0.435	0.00072	-0.00018	-0.00131
0.44	0.00132	0.00281	0.00168
0.445	-0.00168	0.0028	-0.00071
0.45	-0.00048	0.0034	-0.00071
0.455	0.00072	0.0022	-0.00251
0.46	0.00012	0.0016	0.00048
0.465	0.00012	0.0016	0.00168
0.47	-0.00048	0.0028	0.00108
0.475	-0.00048	0.0022	-0.00131
0.48	0.00012	0.0028	-0.00071
0.485	-0.00048	0.0016	0.00168
0.49	-0.00048	0.00219	0.00048
0.495	-0.00168	0.00279	0.00108
0.5	0.00191	0.00219	-0.00012
0.505	-0.00048	0.00339	0.00168
0.51	-0.00108	0.00398	0.00108
0.515	-0.00168	0.00159	-0.00131
0.52	-0.00048	0.00099	0.00108
0.525	0.00072	0.00219	0.00048
0.53	-0.00048	0.00338	-0.00012
0.535	0.00072	0.00278	-0.00131
0.54	0.00012	0.00098	0.00048
0.545	-0.00048	0.00098	0.00048
0.55	0.00012	0.00278	-0.00071
0.555	-0.00048	0.00218	-0.00131
0.56	0.00012	0.00277	-0.00012
0.565	0.00072	0.00158	0.00108
0.57	0.00072	0.00277	0.00048
0.575	0.00012	0.00217	-0.00012
0.58	-0.00167	0.00217	0.00108
0.585	-0.00048	0.00217	0.00108
0.59	-0.00048	0.00097	-0.00012
0.595	-0.00048	0.00217	-0.00071
0.6	0.00012	0.00217	-0.00012
0.605	0.00072	0.00336	0.00228
0.61	-0.00108	0.00336	-0.00012
0.615	-0.00048	0.00216	-0.00071
0.62	0.00072	0.00216	-0.00012
0.625	0.00012	0.00216	0.00228
0.63	0.00072	0.00216	-0.00071
0.635	-0.00227	0.00156	-0.00191
0.64	0.00072	0.00096	-0.00191
0.645	0.00191	0.00215	0.00228
0.65	0.00191	0.00036	0.00048
0.655	-0.00167	0.00335	-0.00131
0.66	-0.00108	0.00275	-0.00131
0.665	-0.00048	0.00155	-0.00012
0.67	0.00072	0.00275	-0.00131
0.675	0.00012	0.00155	-0.00012
0.68	0.00012	0.00214	0.00108
0.685	0.00012	0.00155	0.00108
0.69	0.00132	0.00154	-0.00131
0.695	-0.00048	0.00154	0.00108
0.7	0.00012	0.00154	0.00108
0.705	-0.00048	0.00333	0.00228
0.71	-0.00048	0.00333	0.00048
0.715	0.00072	0.00214	-0.00251
0.72	0.00012	0.00273	0.00048
0.725	-0.00108	0.00213	0.00347
0.73	0.00012	0.00213	-0.00072
0.735	-0.00048	0.00213	-0.00072
0.74	-0.00108	0.00213	-0.00012
0.745	-0.00048	0.00093	0.00048
0.75	0.00072	0.00332	-0.00012
0.755	0.00072	0.00093	0.00048
0.76	0.00072	0.00212	0.00168
0.765	-0.00108	0.00152	-0.00072
0.77	-0.00108	0.00092	-0.00131
0.775	0.00072	0.00212	-0.00131
0.78	-0.00048	0.00152	-0.00012
0.785	0.00012	0.00152	-0.00012
0.79	-0.00048	0.00212	-0.00191
0.795	0.00012	0.00152	-0.00012
0.8	0.00132	0.00271	0.00168
0.805	0.00012	0.00211	0.00228
0.81	-0.00108	0.00391	-0.00012
0.815	-0.00048	0.00151	-0.00191
0.82	0.00012	0.00211	-0.00012
0.825	0.00132	0.00271	0.00108
0.83	0.00012	0.00211	0.00168
0.835	-0.00048	0.0021	0.00048
0.84	-0.00048	0.0015	0.00048
0.845	0.00132	0.0015	-0.00012
0.85	-0.00108	0.0021	-0.00012
0.855	-0.00048	0.0027	-0.00131
0.86	-0.00227	0.0015	-0.00012
0.865	-0.00048	0.0015	-0.00072
0.87	0.00072	0.0015	0.00108
0.875	0.00132	0.00329	0.00228
0.88	-0.00048	0.00449	0.00347
0.885	-0.00167	0.00269	-0.00131
0.89	-0.00108	0.00209	-0.00191
0.895	0.00072	0.00149	-0.00072
0.9	0.00012	-0.00031	-0.00131
0.905	-0.00108	-0.0015	0.00108
0.91	0.00012	-0.0021	0.00108
0.915	0.00012	-0.00151	-0.00072
0.92	-0.00167	-0.0021	-0.00072
0.925	-0.00108	-0.0027	-0.00131
0.93	-0.00167	-0.0039	-0.00012
0.935	0.00012	-0.00271	-0.00012
0.94	-0.00167	-0.00271	0.00048
0.945	-0.00108	-0.00331	0.00048
0.95	-0.00108	-0.00271	0.00048
0.955	-0.00108	-0.00331	-0.00072
0.96	-0.00108	-0.00271	-0.00131
0.965	0.00012	-0.00331	-0.00131
0.97	0.00132	-0.00331	-0.00012
0.975	-0.00048	-0.00212	0.00108
0.98	-0.00048	-0.00272	0.00048
0.985	-0.00167	-0.00272	-0.00072
0.99	-0.00048	-0.00332	-0.00072
0.995	-0.00167	-0.00332	-0.00072
1	-0.00048	-0.00571	-0.00251
1.005	0.00012	-0.00273	0.00168
1.01	-0.00048	-0.00273	0.00048
1.015	0.00012	-0.00452	-0.00251
1.02	-0.00048	-0.00153	-0.00012
1.025	-0.00048	0.00205	0.00108
1.03	-0.00108	0.00146	-0.00131
1.035	-0.00167	0.00086	-0.00311
1.04	-0.00227	0.00026	0.00048
1.045	0.00012	0.00145	0.00108
1.05	0.00012	0.00085	0.00168
1.055	0.00012	0.00085	-0.00072
1.06	-0.00048	0.00264	-0.00012
1.065	-0.00108	0.00204	0.00108
1.07	0.00072	0.00204	0.00108
1.075	0.00012	0.00204	-0.00131
1.08	0.00072	0.00264	0.00048
1.085	-0.00108	0.00324	-0.00012
1.09	0.00072	0.00264	0.00108
1.095	-0.00108	0.00204	0.00048
1.1	0.00012	0.00383	0.00048
1.105	0.00072	0.00323	0.00168
1.11	0.00072	0.00263	-0.00191
1.115	-0.00108	0.00083	-0.00131
1.12	0.00072	0.00263	0.00048
1.125	-0.00048	0.00263	0.00108
1.13	0.00012	0.00203	-0.00131
1.135	-0.00167	0.00143	-0.00012
1.14	-0.00048	0.00202	-0.00012
1.145	0.00072	0.00143	0.00108
1.15	0.00012	0.00322	-0.00012
1.155	-0.00108	0.00202	-0.00012
1.16	0.00072	0.00262	-0.00012
1.165	0.00072	0.00262	0.00108
1.17	0.00012	0.00202	0.00048
1.175	-0.00048	0.00202	0.00048
1.18	-0.00108	0.00261	-0.00012
1.185	0.00012	0.00261	0.00048
1.19	0.00012	0.00261	0.00048
1.195	-0.00048	0.00261	0.00227
1.2	0.00012	0.00201	0.00108
1.205	0.00072	0.00201	0.00168
1.21	-0.00108	0.0032	-0.00072
1.215	-0.00048	0.00081	-0.00131
1.22	0.00012	0.0026	0.00048
1.225	0.00132	0.0038	-0.00131
1.23	-0.00167	0.002	-0.00012
1.235	0.00012	0.002	-0.00072
1.24	0.00012	0.0014	0.00048
1.245	0.00132	0.0026	0.00227
1.25	0.00072	0.00259	-0.00072
1.255	-0.00167	0.00259	-0.00131
1.26	-0.00108	0.0014	-0.00072
1.265	0.00012	0.00139	-0.00012
1.27	0.00191	0.00199	0.00108
1.275	-0.00108	0.00139	0.00108
1.28	-0.00108	0.00199	-0.00012
1.285	0.00072	0.00199	-0.00072
1.29	-0.00227	0.00199	0.00108
1.295	-0.00108	0.00079	-0.00012
1.3	0.00012	0.00198	-0.00012
1.305	0.00132	0.00258	0.00227
1.31	-0.00227	0.00198	0.00108
1.315	0.00012	0.00078	-0.00072
1.32	0.00012	0.00138	-0.00072
1.325	0.00072	-0.00042	-0.00012
1.33	-0.00048	0.00198	-0.00072
1.335	-0.00048	0.00138	-0.00131
1.34	0.00012	0.00197	0.00108
1.345	-0.00048	0.00257	0.00048
1.35	0.00072	0.00197	0.00108
1.355	-0.00108	0.00197	-0.00012
1.36	0.00012	0.00257	0.00048
1.365	-0.00048	0.00137	-0.00012
1.37	-0.00048	0.00196	-0.00012
1.375	0.00012	0.00196	-0.00072
1.38	0.00072	0.00316	0.00048
1.385	0.00012	0.00076	0.00048
1.39	-0.00108	0.00196	0.00048
1.395	0.00012	0.00076	0.00048
1.4	0.00072	0.00256	-0.00131
1.405	0.00072	0.00196	0.00048
1.41	-0.00108	0.00136	0.00048
1.415	-0.00048	0.00076	-0.00311
1.42	0.00012	0.00255	0.00048
1.425	0.00072	0.00195	0.00227
1.43	-0.00108	0.00075	-0.00012
1.435	-0.00108	0.00255	-0.00072
1.44	-0.00048	0.00195	-0.00012
1.445	0.00012	0.00075	0.00048
1.45	0.00072	0.00194	0.00108
1.455	-0.00167	0.00134	0.00048
1.46	0.00012	0.00194	0.00108
1.465	-0.00048	0.00314	0.00108
1.47	-0.00108	0.00134	-0.00072
1.475	0.00012	0.00194	0.00048
1.48	0.00072	0.00134	-0.00012
1.485	-0.00048	0.00193	0.00048
1.49	-0.00048	0.00074	-0.00012
1.495	-0.00048	0.00253	0.00108
1.5	0.00012	0.00133	-0.00012
1.505	0.00072	0.00193	0.00048
1.51	-0.00048	0.00253	-0.00191
1.515	-0.00048	0.00193	-0.00251
1.52	0.00072	0.00193	-0.00012
1.525	0.00132	0.00432	-0.00072
1.53	0.00072	0.00312	0.00048
1.535	-0.00048	0.00132	-0.00131
1.54	0.00012	0.00132	-0.00012
1.545	-0.00048	0.00072	0.00048
1.55	-0.00048	0.00252	-0.00012
1.555	-0.00108	0.00251	-0.00131
1.56	0.00132	0.00251	-0.00012
1.565	0.00012	0.00251	-0.00012
1.57	0.00012	0.00251	-0.00012
1.575	-0.00167	0.00251	-0.00072
1.58	0.00072	0.00191	0.00048
1.585	0.00012	0.0037	-0.00012
1.59	0.00012	0.00251	-0.00072
1.595	0.00012	0.0025	0.00048
1.6	0.00012	0.0019	0.00048
1.605	0.00012	0.0019	0.00168
1.61	0.00072	0.0013	-0.00012
1.615	0.00012	0.0013	-0.00132
1.62	-0.00048	0.0013	-0.00012
1.625	0.00072	0.0025	0.00108
1.63	0.00072	-0.0005	-0.00132
1.635	-0.00048	0.0001	-0.00311
1.64	0.00192	0.0007	0.00108
1.645	0.00072	0.00189	0.00108
1.65	-0.00048	0.00189	-0.00311
1.655	-0.00287	0.00069	-0.00012
1.66	-0.00048	0.00129	-0.00012
1.665	0.00072	0.00129	-0.00191
1.67	0.00012	0.00189	-0.00012
1.675	0.00072	9e-05	0.00108
1.68	-0.00227	0.00248	0.00168
1.685	-0.00167	0.00128	0.00048
1.69	-0.00108	0.00128	-0.00012
1.695	0.00012	0.00068	-0.00072
1.7	-0.00048	0.00248	0.00048
1.705	0.00072	0.00248	0.00108
1.71	0.00012	0.00247	-0.00072
1.715	0.00072	-0.00052	-0.00191
1.72	0.00132	0.00068	-0.00012
1.725	0.00072	0.00307	0.00108
1.73	-0.00048	0.00187	-0.00012
1.735	-0.00108	0.00187	-0.00072
1.74	-0.00108	0.00067	0.00048
1.745	0.00192	0.00247	-0.00132
1.75	0.00072	0.00127	0.00108
1.755	0.00012	0.00186	-0.00132
1.76	-0.00048	0.00126	-0.00072
1.765	0.00012	0.00306	-0.00012
1.77	-0.00048	0.00066	0.00048
1.775	0.00072	0.00246	-0.00132
1.78	0.00012	0.00186	0.00227
1.785	0.00132	0.00245	-0.00072
1.79	0.00072	0.00066	0.00108
1.795	-0.00048	0.00305	0.00168
1.8	0.00012	0.00185	-0.00012
1.805	-0.00107	0.00305	-0.00191
