0 0.00022 -0.0015 -0.00208
0.005	-0.00098	0.0009	0.00091
0.01	-0.00038	-0.0009	0.00151
0.015	-0.00038	-0.0009	-0.00088
0.02	0.00022	0.0003	-0.00208
0.025	0.00022	-0.0003	-0.00088
0.03	-0.00038	0.0009	-0.00148
0.035	0.00082	-0.0003	-0.00028
0.04	-0.00098	0.0003	-0.00148
0.045	-0.00038	0.0003	0.00271
0.05	0.00082	0.0003	-0.00088
0.055	0.00022	0.0009	-0.00028
0.06	0.00022	0.0003	-0.00028
0.065	0.00022	0.0009	0.00151
0.07	-0.00038	-0.0009	-0.00028
0.075	-0.00038	0.0009	0.00032
0.08	-0.00038	0.0003	-0.00148
0.085	0.00082	-0.0003	-0.00148
0.09	0.00022	0.0003	-0.00088
0.095	0.00022	0.0003	-0.00028
0.1	0.00082	-0.0003	0.00032
0.105	-0.00217	0.0003	0.00151
0.11	0.00022	0.00149	-0.00148
0.115	0.00082	-0.0003	-0.00268
0.12	0.00142	0.0003	0.00032
0.125	0.00082	0.00149	-0.00028
0.13	0.00082	-0.0003	-0.00148
0.135	-0.00038	-0.0003	-0.00028
0.14	-0.00038	-0.0003	0.00091
0.145	0.00082	-0.0003	0.00091
0.15	-0.00038	-0.0003	-0.00268
0.155	0.00082	0.0009	0.00032
0.16	0.00022	-0.0003	-0.00088
0.165	-0.00038	0.0003	-0.00088
0.17	-0.00157	-0.0003	-0.00028
0.175	-0.00038	0.0003	-0.00028
0.18	0.00082	-0.0003	0.00151
0.185	0.00082	-0.0003	0.00151
0.19	-0.00038	0.0009	0.00032
0.195	0.00082	-0.0003	0.00091
0.2	-0.00157	-0.0003	0.00032
0.205	-0.00217	0.0003	0.00032
0.21	0.00022	-0.0003	0.00091
0.215	-0.00038	-0.0003	-0.00088
0.22	0.00082	-0.0003	-0.00028
0.225	0.00082	-0.0003	0.00032
0.23	0.00142	0.0009	0.00032
0.235	0.00082	0.0009	0.00032
0.24	0.00082	-0.0003	-0.00208
0.245	-0.00038	-0.0009	0.00032
0.25	0.00022	-0.0009	-0.00028
0.255	0.00022	0.0003	-0.00088
0.26	0.00082	-0.0003	-0.00088
0.265	-0.00157	0.0003	0.00032
0.27	0.00082	-0.0003	-0.00028
0.275	-0.00038	0.0003	0.00091
0.28	-0.00038	-0.0009	-0.00028
0.285	0.00082	-0.0009	0.00032
0.29	-0.00098	-0.0009	-0.00208
0.295	0.00201	0.0009	-0.00028
0.3	0.00022	-0.0003	0.00032
0.305	0.00022	0.00149	0.00151
0.31	-0.00217	-0.0003	-0.00088
0.315	-0.00098	-0.0003	-0.00148
0.32	-0.00038	0.0003	-0.00088
